common_name,scientific_name,region,file_type,habitat_distribution,entry_number,subcategory
Vermiculated Fishing-Owl,Scotopelia bouvieri,Africa,Geographic,Central Africa,241,Family Strigidae - True Owls
Tawny Owl,Strix aluco,Africa,Geographic,North Africa,242,Family Strigidae - True Owls
African Wood-Owl,Strix woodfordii,Africa,Geographic,Sub-Saharan Africa,243,Family Strigidae - True Owls
Hume's Owl,Strix butleri,Africa,Geographic,North Africa,244,Family Strigidae - True Owls
Maned Owl,Jubula lettii,Africa,Geographic,West/Central Africa,245,Family Strigidae - True Owls
Long-eared Owl,Asio otus,Africa,Geographic,North Africa,246,Family Strigidae - True Owls
Abyssinian Owl,Asio abyssinicus,Africa,Geographic,East Africa,247,Family Strigidae - True Owls
Madagascar Owl,Asio madagascariensis,Africa,Geographic,Madagascar,248,Family Strigidae - True Owls
Short-eared Owl,Asio flammeus,Africa,Geographic,Widespread,249,Family Strigidae - True Owls
Marsh Owl,Asio capensis,Africa,Geographic,Sub-Saharan Africa,250,Family Strigidae - True Owls
Fearful Owl,Nesasio solomonensis,Africa,Geographic,Vagrant,251,Family Strigidae - True Owls
Elf Owl,Micrathene whitneyi,Africa,Geographic,Vagrant,252,Family Strigidae - True Owls
Little Owl,Athene noctua,Africa,Geographic,North Africa,253,Family Strigidae - True Owls
Forest Owlet,Athene blewitti,Africa,Geographic,Vagrant,254,Family Strigidae - True Owls
Pearl-spotted Owlet,Glaucidium perlatum,Africa,Geographic,Sub-Saharan Africa,255,Family Strigidae - True Owls
African Barred Owlet,Glaucidium capense,Africa,Geographic,Eastern/Southern Africa,256,Family Strigidae - True Owls
Red-chested Owlet,Glaucidium tephronotum,Africa,Geographic,West/Central Africa,257,Family Strigidae - True Owls
Albertine Owlet,Glaucidium albertinum,Africa,Geographic,Central Africa,258,Family Strigidae - True Owls
Collared Owlet,Glaucidium brodiei,Africa,Geographic,Vagrant,259,Family Strigidae - True Owls
European Nightjar,Caprimulgus europaeus,Africa,Geographic,"North Africa, migrant",260,Family Caprimulgidae - Nightjars
Red-necked Nightjar,Caprimulgus ruficollis,Africa,Geographic,North Africa,261,Family Caprimulgidae - Nightjars
Egyptian Nightjar,Caprimulgus aegyptius,Africa,Geographic,North Africa,262,Family Caprimulgidae - Nightjars
Nubian Nightjar,Caprimulgus nubicus,Africa,Geographic,Northeast Africa,263,Family Caprimulgidae - Nightjars
Golden Nightjar,Caprimulgus eximius,Africa,Geographic,West Africa,264,Family Caprimulgidae - Nightjars
Sykes's Nightjar,Caprimulgus mahrattensis,Africa,Geographic,Vagrant,265,Family Caprimulgidae - Nightjars
Plain Nightjar,Caprimulgus inornatus,Africa,Geographic,Sub-Saharan Africa,266,Family Caprimulgidae - Nightjars
Freckled Nightjar,Caprimulgus tristigma,Africa,Geographic,Sub-Saharan Africa,267,Family Caprimulgidae - Nightjars
Abyssinian Nightjar,Caprimulgus poliocephalus,Africa,Geographic,Northeast Africa,268,Family Caprimulgidae - Nightjars
Swamp Nightjar,Caprimulgus natalensis,Africa,Geographic,Sub-Saharan Africa,269,Family Caprimulgidae - Nightjars
Savanna Nightjar,Caprimulgus affinis,Africa,Geographic,Vagrant,270,Family Caprimulgidae - Nightjars
Fiery-necked Nightjar,Caprimulgus pectoralis,Africa,Geographic,Sub-Saharan Africa,271,Family Caprimulgidae - Nightjars
Rufous-cheeked Nightjar,Caprimulgus rufigena,Africa,Geographic,Sub-Saharan Africa,272,Family Caprimulgidae - Nightjars
Donaldson-Smith's Nightjar,Caprimulgus donaldsonii,Africa,Geographic,East Africa,273,Family Caprimulgidae - Nightjars
Star-spotted Nightjar,Caprimulgus stellatus,Africa,Geographic,East Africa,274,Family Caprimulgidae - Nightjars
Prigogine's Nightjar,Caprimulgus prigoginei,Africa,Geographic,Central Africa,275,Family Caprimulgidae - Nightjars
Bates's Nightjar,Caprimulgus batesi,Africa,Geographic,West/Central Africa,276,Family Caprimulgidae - Nightjars
Long-tailed Nightjar,Caprimulgus climacurus,Africa,Geographic,Sub-Saharan Africa,277,Family Caprimulgidae - Nightjars
Slender-tailed Nightjar,Caprimulgus clarus,Africa,Geographic,West Africa,278,Family Caprimulgidae - Nightjars
Square-tailed Nightjar,Caprimulgus fossii,Africa,Geographic,Sub-Saharan Africa,279,Family Caprimulgidae - Nightjars
Madagascar Nightjar,Caprimulgus madagascariensis,Africa,Geographic,Madagascar,280,Family Caprimulgidae - Nightjars
Collared Nightjar,Caprimulgus enarratus,Africa,Geographic,Madagascar,281,Family Caprimulgidae - Nightjars
Standard-winged Nightjar,Macrodipteryx longipennis,Africa,Geographic,Sub-Saharan Africa,282,Family Caprimulgidae - Nightjars
Pennant-winged Nightjar,Macrodipteryx vexillarius,Africa,Geographic,Sub-Saharan Africa,283,Family Caprimulgidae - Nightjars
Common Swift,Apus apus,Africa,Geographic,"Widespread, migrant",284,Family Apodidae - Swifts
Pallid Swift,Apus pallidus,Africa,Geographic,"North Africa, migrant",285,Family Apodidae - Swifts
Plain Swift,Apus unicolor,Africa,Geographic,Canary Islands,286,Family Apodidae - Swifts
Alpine Swift,Apus melba,Africa,Geographic,Widespread,287,Family Apodidae - Swifts
Alexander's Swift,Apus alexandri,Africa,Geographic,Southern Africa,288,Family Apodidae - Swifts
African Black Swift,Apus barbatus,Africa,Geographic,Sub-Saharan Africa,289,Family Apodidae - Swifts
Forbes-Watson's Swift,Apus berliozi,Africa,Geographic,Seychelles,290,Family Apodidae - Swifts
Bradfield's Swift,Apus bradfieldi,Africa,Geographic,Southern Africa,291,Family Apodidae - Swifts
White-rumped Swift,Apus caffer,Africa,Geographic,Sub-Saharan Africa,292,Family Apodidae - Swifts
Horus Swift,Apus horus,Africa,Geographic,Sub-Saharan Africa,293,Family Apodidae - Swifts
Little Swift,Apus affinis,Africa,Geographic,Sub-Saharan Africa,294,Family Apodidae - Swifts
Nyanza Swift,Apus niansae,Africa,Geographic,East Africa,295,Family Apodidae - Swifts
Loango Swift,Apus toulsoni,Africa,Geographic,West/Central Africa,296,Family Apodidae - Swifts
African Palm-Swift,Cypsiurus parvus,Africa,Geographic,Sub-Saharan Africa,297,Family Apodidae - Swifts
Lesser Swallow-tailed Swift,Cypsiurus gracilis,Africa,Geographic,East Africa,298,Family Apodidae - Swifts
Mottled Swift,Tachymarptis aequatorialis,Africa,Geographic,East Africa,299,Family Apodidae - Swifts
Alpine Swift,Tachymarptis melba,Africa,Geographic,Alternative classification,300,Family Apodidae - Swifts
Speckled Mousebird,Colius striatus,Africa,Geographic,Sub-Saharan Africa,301,Family Coliidae - Mousebirds
White-headed Mousebird,Colius leucocephalus,Africa,Geographic,East Africa,302,Family Coliidae - Mousebirds
White-backed Mousebird,Colius colius,Africa,Geographic,Southern Africa,303,Family Coliidae - Mousebirds
Blue-naped Mousebird,Urocolius macrourus,Africa,Geographic,Sub-Saharan Africa,304,Family Coliidae - Mousebirds
Red-faced Mousebird,Urocolius indicus,Africa,Geographic,Sub-Saharan Africa,305,Family Coliidae - Mousebirds
Narina Trogon,Apaloderma narina,Africa,Geographic,Sub-Saharan Africa,306,Family Trogonidae - Trogons
Bar-tailed Trogon,Apaloderma vittatum,Africa,Geographic,West/Central Africa,307,Family Trogonidae - Trogons
Black-headed Trogon,Apaloderma aequatoriale,Africa,Geographic,Central Africa,308,Family Trogonidae - Trogons
Common Kingfisher,Alcedo atthis,Africa,Geographic,Widespread,309,Family Alcedinidae - Kingfishers
Half-collared Kingfisher,Alcedo semitorquata,Africa,Geographic,Eastern/Southern Africa,310,Family Alcedinidae - Kingfishers
Malachite Kingfisher,Alcedo cristata,Africa,Geographic,Sub-Saharan Africa,311,Family Alcedinidae - Kingfishers
São Tomé Kingfisher,Alcedo thomensis,Africa,Geographic,São Tomé,312,Family Alcedinidae - Kingfishers
White-bellied Kingfisher,Alcedo leucogaster,Africa,Geographic,Sub-Saharan Africa,313,Family Alcedinidae - Kingfishers
Shining-blue Kingfisher,Alcedo quadribrachys,Africa,Geographic,West/Central Africa,314,Family Alcedinidae - Kingfishers
Indigo-banded Kingfisher,Alcedo cyanopecta,Africa,Geographic,West/Central Africa,315,Family Alcedinidae - Kingfishers
Madagascar Kingfisher,Alcedo vintsioides,Africa,Geographic,Madagascar,316,Family Alcedinidae - Kingfishers
Madagascar Pygmy-Kingfisher,Corythornis madagascariensis,Africa,Geographic,Madagascar,317,Family Alcedinidae - Kingfishers
African Pygmy-Kingfisher,Ispidina picta,Africa,Geographic,Sub-Saharan Africa,318,Family Alcedinidae - Kingfishers
Dwarf Kingfisher,Ispidina lecontei,Africa,Geographic,West/Central Africa,319,Family Alcedinidae - Kingfishers
African Pygmy-Kingfisher,Ceyx pictus,Africa,Geographic,Alternative classification,320,Family Alcedinidae - Kingfishers
Giant Kingfisher,Megaceryle maxima,Africa,Geographic,Sub-Saharan Africa,321,Family Alcedinidae - Kingfishers
Pied Kingfisher,Ceryle rudis,Africa,Geographic,Widespread,322,Family Alcedinidae - Kingfishers
Brown-hooded Kingfisher,Halcyon albiventris,Africa,Geographic,Sub-Saharan Africa,323,Family Alcedinidae - Kingfishers
Woodland Kingfisher,Halcyon senegalensis,Africa,Geographic,Sub-Saharan Africa,324,Family Alcedinidae - Kingfishers
Mangrove Kingfisher,Halcyon senegaloides,Africa,Geographic,Eastern Africa,325,Family Alcedinidae - Kingfishers
Blue-breasted Kingfisher,Halcyon malimbica,Africa,Geographic,West/Central Africa,326,Family Alcedinidae - Kingfishers
Chocolate-backed Kingfisher,Halcyon badia,Africa,Geographic,West Africa,327,Family Alcedinidae - Kingfishers
Striped Kingfisher,Halcyon chelicuti,Africa,Geographic,Sub-Saharan Africa,328,Family Alcedinidae - Kingfishers
Green Bee-eater,Merops orientalis,Africa,Geographic,North/Northeast Africa,329,Family Meropidae - Bee-eaters
Blue-cheeked Bee-eater,Merops persicus,Africa,Geographic,"North Africa, migrant",330,Family Meropidae - Bee-eaters
Madagascar Bee-eater,Merops superciliosus,Africa,Geographic,Madagascar,331,Family Meropidae - Bee-eaters
Blue-tailed Bee-eater,Merops philippinus,Africa,Geographic,Vagrant,332,Family Meropidae - Bee-eaters
European Bee-eater,Merops apiaster,Africa,Geographic,"Widespread, migrant",333,Family Meropidae - Bee-eaters
White-throated Bee-eater,Merops albicollis,Africa,Geographic,Sub-Saharan Africa,334,Family Meropidae - Bee-eaters
Red-throated Bee-eater,Merops bulocki,Africa,Geographic,West Africa,335,Family Meropidae - Bee-eaters
White-fronted Bee-eater,Merops bullockoides,Africa,Geographic,Southern Africa,336,Family Meropidae - Bee-eaters
Little Bee-eater,Merops pusillus,Africa,Geographic,Sub-Saharan Africa,337,Family Meropidae - Bee-eaters
Blue-breasted Bee-eater,Merops variegatus,Africa,Geographic,West/Central Africa,338,Family Meropidae - Bee-eaters
Swallow-tailed Bee-eater,Merops hirundinaceus,Africa,Geographic,Sub-Saharan Africa,339,Family Meropidae - Bee-eaters
Black Bee-eater,Merops gularis,Africa,Geographic,West/Central Africa,340,Family Meropidae - Bee-eaters
Blue-headed Bee-eater,Merops muelleri,Africa,Geographic,West/Central Africa,341,Family Meropidae - Bee-eaters
Boehm's Bee-eater,Merops boehmi,Africa,Geographic,Central Africa,342,Family Meropidae - Bee-eaters
Cinnamon-chested Bee-eater,Merops oreobates,Africa,Geographic,East Africa,343,Family Meropidae - Bee-eaters
Carmine Bee-eater,Merops nubicus,Africa,Geographic,Sub-Saharan Africa,344,Family Meropidae - Bee-eaters
Southern Carmine Bee-eater,Merops nubicoides,Africa,Geographic,Southern Africa,345,Family Meropidae - Bee-eaters
European Roller,Coracias garrulus,Africa,Geographic,"Widespread, migrant",346,Family Coraciidae - Rollers
Abyssinian Roller,Coracias abyssinicus,Africa,Geographic,Northeast Africa,347,Family Coraciidae - Rollers
Lilac-breasted Roller,Coracias caudatus,Africa,Geographic,Sub-Saharan Africa,348,Family Coraciidae - Rollers
Racket-tailed Roller,Coracias spatulatus,Africa,Geographic,Southern Africa,349,Family Coraciidae - Rollers
Rufous-crowned Roller,Coracias naevius,Africa,Geographic,Sub-Saharan Africa,350,Family Coraciidae - Rollers
Blue-throated Roller,Eurystomus gularis,Africa,Geographic,Sub-Saharan Africa,351,Family Coraciidae - Rollers
Broad-billed Roller,Eurystomus glaucurus,Africa,Geographic,Sub-Saharan Africa,352,Family Coraciidae - Rollers
Pitta-like Ground-Roller,Atelornis pittoides,Africa,Geographic,Madagascar,353,Family Coraciidae - Rollers
Rufous-headed Ground-Roller,Atelornis crossleyi,Africa,Geographic,Madagascar,354,Family Coraciidae - Rollers
Long-tailed Ground-Roller,Uratelornis chimaera,Africa,Geographic,Madagascar,355,Family Coraciidae - Rollers
Short-legged Ground-Roller,Brachypteracias leptosomus,Africa,Geographic,Madagascar,356,Family Coraciidae - Rollers
Scaly Ground-Roller,Brachypteracias squamiger,Africa,Geographic,Madagascar,357,Family Coraciidae - Rollers
Eurasian Hoopoe,Upupa epops,Africa,Geographic,Widespread,358,Family Upupidae - Hoopoe
African Hoopoe,Upupa africana,Africa,Geographic,Sub-Saharan Africa,359,Family Upupidae - Hoopoe
Madagascar Hoopoe,Upupa marginata,Africa,Geographic,Madagascar,360,Family Upupidae - Hoopoe
Green Wood-hoopoe,Phoeniculus purpureus,Africa,Geographic,Sub-Saharan Africa,361,Family Phoeniculidae - Wood-hoopoes
Violet Wood-hoopoe,Phoeniculus damarensis,Africa,Geographic,Southern Africa,362,Family Phoeniculidae - Wood-hoopoes
Black-billed Wood-hoopoe,Phoeniculus somaliensis,Africa,Geographic,East Africa,363,Family Phoeniculidae - Wood-hoopoes
White-headed Wood-hoopoe,Phoeniculus bollei,Africa,Geographic,West/Central Africa,364,Family Phoeniculidae - Wood-hoopoes
Forest Wood-hoopoe,Phoeniculus castaneiceps,Africa,Geographic,West/Central Africa,365,Family Phoeniculidae - Wood-hoopoes
Common Scimitar-bill,Rhinopomastus cyanomelas,Africa,Geographic,Sub-Saharan Africa,366,Family Phoeniculidae - Wood-hoopoes
Abyssinian Scimitar-bill,Rhinopomastus minor,Africa,Geographic,East Africa,367,Family Phoeniculidae - Wood-hoopoes
Crowned Hornbill,Tockus alboterminatus,Africa,Geographic,Eastern/Southern Africa,368,Family Bucerotidae - Hornbills
Bradfield's Hornbill,Tockus bradfieldi,Africa,Geographic,Southern Africa,369,Family Bucerotidae - Hornbills
Damara Hornbill,Tockus damarensis,Africa,Geographic,Southern Africa,370,Family Bucerotidae - Hornbills
Southern Yellow-billed Hornbill,Tockus leucomelas,Africa,Geographic,Southern Africa,371,Family Bucerotidae - Hornbills
Eastern Yellow-billed Hornbill,Tockus flavirostris,Africa,Geographic,East Africa,372,Family Bucerotidae - Hornbills
Von der Decken's Hornbill,Tockus deckeni,Africa,Geographic,East Africa,373,Family Bucerotidae - Hornbills
Jackson's Hornbill,Tockus jacksoni,Africa,Geographic,East Africa,374,Family Bucerotidae - Hornbills
Hemprich's Hornbill,Tockus hemprichii,Africa,Geographic,Northeast Africa,375,Family Bucerotidae - Hornbills
Monteiro's Hornbill,Tockus monteiri,Africa,Geographic,Southern Africa,376,Family Bucerotidae - Hornbills
Red-billed Hornbill,Tockus erythrorhynchus,Africa,Geographic,Sub-Saharan Africa,377,Family Bucerotidae - Hornbills
Kemp's Longbill,Tockus kempi,Africa,Geographic,West Africa,378,Family Bucerotidae - Hornbills
White-crested Hornbill,Tockus albocristatus,Africa,Geographic,West/Central Africa,379,Family Bucerotidae - Hornbills
African Pied Hornbill,Tockus fasciatus,Africa,Geographic,West/Central Africa,380,Family Bucerotidae - Hornbills
Black Dwarf Hornbill,Tockus hartlaubi,Africa,Geographic,West/Central Africa,381,Family Bucerotidae - Hornbills
Red-billed Dwarf Hornbill,Tockus camurus,Africa,Geographic,West/Central Africa,382,Family Bucerotidae - Hornbills
Black-casqued Hornbill,Ceratogymna atrata,Africa,Geographic,West/Central Africa,383,Family Bucerotidae - Hornbills
Brown-cheeked Hornbill,Ceratogymna cylindricus,Africa,Geographic,West/Central Africa,384,Family Bucerotidae - Hornbills
Black-and-white-casqued Hornbill,Ceratogymna subcylindricus,Africa,Geographic,Central Africa,385,Family Bucerotidae - Hornbills
Piping Hornbill,Ceratogymna fistulator,Africa,Geographic,West/Central Africa,386,Family Bucerotidae - Hornbills
Yellow-casqued Hornbill,Ceratogymna elata,Africa,Geographic,West Africa,387,Family Bucerotidae - Hornbills
Southern Ground-Hornbill,Buceros leadbeateri,Africa,Geographic,Southern Africa,388,Family Bucerotidae - Hornbills
Abyssinian Ground-Hornbill,Bucorvus abyssinicus,Africa,Geographic,Sub-Saharan Africa,389,Family Bucerotidae - Hornbills
Southern Ground-Hornbill,Bucorvus leadbeateri,Africa,Geographic,Alternative classification,390,Family Bucerotidae - Hornbills
Naked-faced Barbet,Gymnobucco calvus,Africa,Geographic,West/Central Africa,391,Family Lybiidae - African Barbets
Bristle-nosed Barbet,Gymnobucco peli,Africa,Geographic,West/Central Africa,392,Family Lybiidae - African Barbets
Gray-throated Barbet,Gymnobucco bonapartei,Africa,Geographic,West/Central Africa,393,Family Lybiidae - African Barbets
Sladen's Barbet,Gymnobucco sladeni,Africa,Geographic,Central Africa,394,Family Lybiidae - African Barbets
White-eared Barbet,Stactolaema leucotis,Africa,Geographic,East Africa,395,Family Lybiidae - African Barbets
Anchieta's Barbet,Stactolaema anchietae,Africa,Geographic,Southern Africa,396,Family Lybiidae - African Barbets
Whyte's Barbet,Stactolaema whytii,Africa,Geographic,East Africa,397,Family Lybiidae - African Barbets
Green Barbet,Stactolaema olivacea,Africa,Geographic,Eastern/Southern Africa,398,Family Lybiidae - African Barbets
Yellow-rumped Tinkerbird,Pogoniulus bilineatus,Africa,Geographic,Sub-Saharan Africa,399,Family Lybiidae - African Barbets
Speckled Tinkerbird,Pogoniulus bidentatus,Africa,Geographic,West/Central Africa,400,Family Lybiidae - African Barbets
Chaplin's Barbet,Pogoniulus makawai,Africa,Geographic,Zambia,401,Family Lybiidae - African Barbets
Western Tinkerbird,Pogoniulus coryphaea,Africa,Geographic,West Africa,402,Family Lybiidae - African Barbets
Red-rumped Tinkerbird,Pogoniulus atroflavus,Africa,Geographic,West/Central Africa,403,Family Lybiidae - African Barbets
Yellow-throated Tinkerbird,Pogoniulus subsulphureus,Africa,Geographic,West/Central Africa,404,Family Lybiidae - African Barbets
Yellow-fronted Tinkerbird,Pogoniulus chrysoconus,Africa,Geographic,Sub-Saharan Africa,405,Family Lybiidae - African Barbets
Red-fronted Tinkerbird,Pogoniulus pusillus,Africa,Geographic,Sub-Saharan Africa,406,Family Lybiidae - African Barbets
Hairy-breasted Barbet,Tricholaema hirsuta,Africa,Geographic,West/Central Africa,407,Family Lybiidae - African Barbets
Red-fronted Barbet,Tricholaema diademata,Africa,Geographic,East Africa,408,Family Lybiidae - African Barbets
Miombo Barbet,Tricholaema frontata,Africa,Geographic,Southern Africa,409,Family Lybiidae - African Barbets
